chainId,roundId,roundName,roundType,roundProgramContractAddress,roundToken,roundAmountUSD,roundMatchAmt,roundMatchAmtUSD,roundUniqueContributors,roundVotes,roundMetaPtr,roundStartTime,roundEndTime,roundCreatedAtBlock,roundUpdatedAtBlock,roundEligibilityDescription,roundEligibilityRquirements,roundApplicationMetaPtr,roundApplicationsStartTime,roundApplicationsEndTime
42161,0xe447f54847B551F5930Be6959FD726d1626d5cad,Solving Challenges with Digital Innovation,public,0xfd0a2b4e2f62bdf1e1833fb4a242067dbe263cad,0x0000000000000000000000000000000000000000,0,15000000000000000000,30773.38293585,0,0,bafkreieir4w25eigotdwzf756o6exbwpestl57eoumka4dzv7qk7u55aui,1700697600,1734825600,153035260,153035260,"Welcome to the forefront of transformative digital solutions! In this round, we invite innovators, developers, and creative minds to tackle real-world challenges through groundbreaking digital innovations. As the digital landscape evolves, so do the opportunities to address complex problems with technological solutions.

Key Focus Areas:

Decentralized Technologies: Explore the potential of decentralized technologies, such as blockchain and Web3, to revolutionize traditional systems and overcome centralization challenges.

Artificial Intelligence: Leverage the power of AI to devise intelligent, automated solutions that enhance efficiency, decision-making, and problem-solving across various domains.

Cybersecurity Solutions: Address the evolving landscape of cybersecurity challenges with innovative solutions that safeguard digital assets, user privacy, and data integrity.

Sustainable Technology: Propose and develop digital solutions that contribute to sustainability goals, environmental conservation, and eco-friendly practices.

User-Centric Designs: Prioritize user experience and interface design to create digital solutions that are intuitive, accessible, and tailored to meet the diverse needs of end-users.

Submission Guidelines:

Participants are encouraged to submit projects that provide clear documentation, source code, and a comprehensive explanation of how their digital innovation addresses the specified challenge.

Collaborations and interdisciplinary projects are highly encouraged. Teams that bring together diverse skill sets and perspectives are likely to make a more significant impact.

All projects should align with ethical considerations and adhere to principles of inclusivity, accessibility, and responsible technology development.",,bafkreihx57orlw237gnvwh655pmbb5r36taqy2r6ubvoxhk3pn34m3azj4,1700683200,1734825600
42161,0x23b136ed9B30323B9C6ECE32f60E11Acb5480010,GMX DAO Grants,public,0x3f02dd0200209a14bb40ffa7157232a00d04fd02,0x0000000000000000000000000000000000000000,0,0,0,0,0,bafkreicmf4k22iknkigaatoww4ji2sdxw6ofsc4d7n747gluveilsi6j4e,1700784000,115792089237316195423570985008687907853269984665640564039457584007913129639935,153348089,153348089,"GMX’s proposal under the S.T.I.P. program was accepted by the Arbitrum DAO. As a result, 12 million $ARB tokens are being used as incentives to support the joint growth of GMX V2 and the Arbitrum DeFi ecosystem.

Liquidity Incentives are now live on all the GM liquidity pools of GMX V2. Additionally, Trading Incentives are live for all GMX V2 markets: traders receive a rebate of up to 75% of all trading fees on opening & closing positions.",,bafkreigypvtky37wnatkuekytcxmbple337imt7nqk4ginehtrjszajsvq,1700784000,115792089237316195423570985008687907853269984665640564039457584007913129639935
42161,0xB1Cc3d9425BA068d8EDFfe13124CAdcB77ef57eE,Test Grant,public,0x436b05a2158790b0e1b29cd840863a2a45c144ae,0x0000000000000000000000000000000000000000,0,0,0,0,0,bafkreibfaodqjmbbb2pmteu6sycei36plcd5n6uu3hi4k3ytytujtjtwiu,1700850600,115792089237316195423570985008687907853269984665640564039457584007913129639935,153494560,153494560,Test round ,,bafkreicy4w5hweywhg7pd4dzzcev52s7bopttvpbl4wn2c5y26r6atpspi,1700850600,115792089237316195423570985008687907853269984665640564039457584007913129639935
42161,0x670b52DA86e2132eca2F2029fA36c724aAE4a16e,Sov's Direct Grants Extravaganza ,private,0xc413d1d5fbfb8df78de267fdb942875bf6ef7d7f,0x0000000000000000000000000000000000000000,0,0,0,0,0,bafkreicbnwdssvo7ivaig7iml7vhpumd6nejo2bg6kth5mt2sk4kwcwage,1700870400,115792089237316195423570985008687907853269984665640564039457584007913129639935,153614761,153614761,This is Sov's Test Round,Requirement 1,bafkreidgghtkyyjeemh47rcqoskaspu7gortvq57w6hypryiqg73yx7qua,1700870400,115792089237316195423570985008687907853269984665640564039457584007913129639935
42161,0xE378C217EC2404dE0ABE52EdF28e58B788A1b113,Microgrants,public,0x71e4419cda0705ab913d0c17818a6a24564a6bdd,0x0000000000000000000000000000000000000000,0,0,0,0,0,bafkreiezs6ndr2mml7nsdkfkiv3zrkg6iwaeav5bizcomkffjyhfihcwlu,1701388800,115792089237316195423570985008687907853269984665640564039457584007913129639935,153628011,153628011,"Livepeer is a public, open source video infrastructure protocol. The mission of the Livepeer Grants Program is to fund public goods on the Livepeer Network. We provide funding for ideas and projects that have the potential for significant positive impact in the Livepeer ecosystem and the future of open media technology, applications and experiences.

Anyone can apply for a Livepeer grant: individuals, independent teams, non-profits, companies, universities, and academics.","Open Source: Projects must have some open source component to them, whether a GitHub repo, a blog post or video talking about the project or any relevant findings, or some other public-facing learning for the rest of the community to learn from.
Showcase-able: projects must have something publishable to demonstrate completeness of the grant. This might be a website in production, a blog post, a published video, etc.
Powered by Livepeer: Grantees must display a ""Powered by Livepeer"" watermark, when applicable, to their completed projects. If the project is a video application using Livepeer’s transcoding network, the watermark must be visible while a viewer is watching the video, whether that's in the player itself or in another location that would be easily seen by a viewer.",bafkreico4xgx233rzrqqmhcwa73vejclj2ethlui725fbnm4pyehf5jd2e,1701388800,115792089237316195423570985008687907853269984665640564039457584007913129639935
42161,0x822742805C0596e883abA99BA2f3117E8c49b94A,American Cancer Society ,public,0xb7b66431d214ff01d0c3cb64e3c66d29c4b5c938,0x0000000000000000000000000000000000000000,0,75300000000000000000,159631.41951078,0,0,bafkreif5ngqx6qporajw2uiqlpysqbdzogkllg6pn2grank4nb455kijy4,1701086400,1702339140,153655116,153655116,"ACS QF round will support multiple mission support programs across  Patient Lodging, Health Equity, Cancer Screening and Cancer Research, aiming to bring DAO-driven grant allocation to the NGO sector.",,bafkreia7ri3lvr7rt2cxwns2t5m2ckq2bjjw47lcin7olosmzqvlr22rya,1700845200,1702339140
42161,0xAdD7212a6ef2985484b08a5c227721A57A1F50bc,American Cancer Society,private,0x4d272ea21f84db89424fc81c49040cc583853bdc,0x0000000000000000000000000000000000000000,0,37000000000000000000,74620.79570917,0,0,bafkreih4ppi3wtqfhhlsfyxrgfabhdtuljokn7igrt552x5om2aivrpzgy,1701129600,1702425540,154626834,154626834,"ACS QF round will support multiple mission support programs across  Patient Lodging, Health Equity, Cancer Screening and Cancer Research, aiming to bring DAO-driven grant allocation to the NGO sector. We're delighted to present the latest round of grantees dedicated to revolutionizing healthcare. 
",,bafkreidjtodp7owb5b6ta2gzdjn7gn3bn4lo47tbb3dd6ix6hasfpw5dzu,1701099000,1702425540
42161,0xAdB87C22964FB8d79c294162b3c0A3b03c505eBf,LunCo Alpha QF,public,0x263e7a6b847cd432ee9d6f20cc843672ce046e03,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0,500000000,499.981425,0,0,bafkreigspqpzoo4bhdvgfyub4zt2ayzmfiy2mppxm5lgfmu54cfepgqpua,1702252800,1703289600,154629810,154629810,"As Early version of LunCo core could be downloaded on Github, it's time to grow to the next level!  Looking for those who want to buidl together!","Want to buidl together, or already contributed",bafkreideewpkktzagxbcpljwl7xlnpjs5ctta2lo33pzsonkzk33m3q3ym,1701100800,1703289600
42161,0x302Dbc8eB3bf73565A1205648B61b23CB3f72Ff7,American Cancer Society,public,0xc869181c8ad1d3689a9ccaa1321eb106f518895a,0x912ce59144191c1204e64559fe8253a0e49e6548,8796.982192439978,75000000000000000000000,74864.22225,1058,2971,bafkreia3okgfhb4367ro6qawohqqqi4zbydd44ybsshowd3676peqefmoi,1701129600,1702425540,154645606,154645606,"ACS QF round will support multiple mission support programs across  Patient Lodging, Health Equity, Cancer Screening and Cancer Research, aiming to bring DAO-driven grant allocation to the NGO sector. We're delighted to present the latest round of grantees dedicated to revolutionizing healthcare. ",,bafkreibq4qfldppjpmcwmdgj6e2cz6weqihwyzqd4gu5gvkvlpvwqalbk4,1701102600,1702425540
42161,0xc283Bc8656C3D4Ca1fAd0e41214F36C9Ca370603,GPT Round Internal,private,0xe71d74a696fd8b80a5aa770dd582fb52ec17f9a9,0x912ce59144191c1204e64559fe8253a0e49e6548,0,100000000000000000000,109.056016,0,0,bafkreic2z4h33bicge6afddigf3fivulb2aoaosui7fnqatxzxnj3bwrx4,1701561600,1701723600,156241985,156241985,Internal Round,"You should have a hoodie
Member of PGF workstream
You should be 25+",bafkreibk3lzkasdvzsuinbotaimkwv6nhxee2zp2amrf5kv7li4hdkoche,1701541800,1701723600
42161,0xe0a6f4E932b16C85318A77de43B7048863C522D2,GPT Internal Round,private,0xd6d47d4f0b2384ab2df470c6a16e3fd241b8fb2b,0x912ce59144191c1204e64559fe8253a0e49e6548,17.72394615,100000000000000000000,107.158592,1,3,bafkreihaa3ec73fsujtba4xf6svwc6cyef2xjjl2weafvi37fcp5lnztiu,1701993540,1702166400,157497847,157497847,The purpose of this round is to create walkthrough videos,"You should have a cute hoodie - if possible include a picture in your application
you should be 25+
you are a part of GPT team",bafkreia2qz6iwittp5jg5q44i6zvedgccfnlumn6vs6ufaywwkgmaysoka,1701883800,1702166400
